"pattern","occurences_count","files_count","repos_count"
"'always'-yyyy-MM-dd-HH-mm-ss","1","1","1"
"MMM d '@' h a","1","1","1"
"MMM dd, YYYY 'at' HH:mm","1","1","1"
"yyyy_MM_dd_ss","1","1","1"
"yyyy Q","1","1","1"
"+D:hh:mm:ss","1","1","1"
"MM/dd/yyyy' at 'hh:mm a","1","1","1"
"EEE\ndd\nMMM","1","1","1"
"uuuu'/'M['/'d]","1","1","1"
"yy년 MM월 dd일 HH시 mm분","1","1","1"
"E M/d/yyyy h:mm a","1","1","1"
"yyyy QQQQ","1","1","1"
"d MMM yyyy, hh:mm a","1","1","1"
"yyyy*MM*dd","1","1","1"
"HH:mm, dd MMM yyyy","1","1","1"
"'the $dayNumberSuffix of' MMM","1","1","1"
"y M d XXX","1","1","1"
"yyyyMMdd-hhmm","1","1","1"
"yyyy. MM.","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.${repeatMs(value)}z","1","1","1"
"HHmm 'UTC' dd MMM YYYY","1","1","1"
"dd-MMM","1","1","1"
"yy-M-d","1","1","1"
"y-M-d'T'H:m:s","1","1","1"
"yyyy'-'MM'-'dd","1","1","1"
"d 'de' MMM ' ▪ ' H:mm","1","1","1"
"yyyyMMdd'T'hhmmss'Z'","1","1","1"
"'Image'-ddMMyy-hhmmss.SSS'.gif'","1","1","1"
"GGGGGy\ub144M\uc6d4d\uc77c","1","1","1"
"yyyy年","1","1","1"
"yyyy-MMXXX","1","1","1"
"HH:mm - dd/MM/yy","1","1","1"
"yyyy年MM月","1","1","1"
"yyyy-MM-dd HH:mm:ss XXX","1","1","1"
"yyyy/MM/dd/HH","1","1","1"
"MM-dd-yyy","1","1","1"
"yyyy MM","1","1","1"
"M MM MMM MMMM MMMMM","1","1","1"
"eee, dd LLL","1","1","1"
"yyyy-MM-dd.HH-mm-ss.SSS","1","1","1"
"  HH:mm:ss","1","1","1"
"YY/MM/dd","1","1","1"
"dd.MM.yyyyHH:mm","1","1","1"
"yyyy 年 MM月dd日, hh:mm下午","1","1","1"
"MMM dd, HH:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.nnnnnnnnnXXX","1","1","1"
"dd--MM-yyyy HH:mm:ss.SSS","1","1","1"
"MM/dd/YYYY HH:mm","1","1","1"
"MM${getString(R.string.month)} dd${getString(R.string.day)}","1","1","1"
"Y/M/d","1","1","1"
" HH:mm)","1","1","1"
"EEEE hh:mm:ss a","1","1","1"
"d MMMM YYYY, kk:mm","1","1","1"
"y[-][/]M[-][/]d","1","1","1"
"yyyy-MM-dd, hh:mm","1","1","1"
"d-MMMM-yyyy","1","1","1"
"yyyy EE, MMM dd","1","1","1"
"HH:mm:ss dd:MM:YYYY","1","1","1"
"M' month' d 'days' HH:mm:ss","1","1","1"
"dd-MM-yyyy HH:mm:ss Z","1","1","1"
"ymd","1","1","1"
"yyyy-MMM-d","1","1","1"
"yyyy-MM-dd HH.mm.ss.SSS O","1","1","1"
"yyyy/MM/dd EE","1","1","1"
"yyyyDDDHHmmss","1","1","1"
"dd MMMM yyyy г., HH:mm","1","1","1"
"yyyy/MMM/dd","1","1","1"
"EEE, MM d","1","1","1"
"yyyy-MM-dd-hh-mm-ss-SSS","1","1","1"
"[yyyy-MM-dd]","1","1","1"
"dd-yyyy-MM","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSS'UTC'","1","1","1"
"uuuu/MM/dd H:mm:ss","1","1","1"
"YYYY-MM-dd HHmmss","1","1","1"
"dd; MMM, yyyy; HH:mm","1","1","1"
"uuuuMMdd.kkmmss","1","1","1"
"01.01.y","1","1","1"
"$DAY_PATTERN $MONTH_PATTERN","1","1","1"
"MM/dd/yyyy 'at' hh:mm a z","1","1","1"
"yyyy.MM.dd-HH:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSS[Z]","1","1","1"
"yyyy-MM-dd: HH:mm:ss SSS","1","1","1"
"EEE, d/M","1","1","1"
"dd MMM yyyy HH:mm:ss.SSS","1","1","1"
"yyyy-MM-dd hh:mm VV","1","1","1"
"dd.MM.yyyy 'с' HH:mm","1","1","1"
"EEE dd.MM.yyyy HH:mm","1","1","1"
"MM-dd-yyyy kk:mm:ss z","1","1","1"
"yyyy qqq","1","1","1"
"EEEE 'at' h:mm a","1","1","1"
"s m H d M ? yyyy","1","1","1"
"HH:mm - dd/MM/yyyy","1","1","1"
"[dd.MM.yyyy]","1","1","1"
"dd-MMMM-YYYY","1","1","1"
"y/MM/dd","1","1","1"
"MMMM dd YYYY - HH:mm","1","1","1"
"yyMMdd_HHmm","1","1","1"
"yyyyMMdd'T'HHmmss.SSS","1","1","1"
"NNN","1","1","1"
"yyyy-MM-dd'T'HH-mm-ss-SSS","1","1","1"
"d.M.yy'-'HH:mm","1","1","1"
"YYYY-MM-dd'T'hh:mm:ss'Z'","1","1","1"
"yyyyMMdd_HH_mm","1","1","1"
"yyyy/MM/d","1","1","1"
"[yyyy-MM-dd HH:mm:ss][yyyy-MM-dd HH:mm][yyyy-MM-dd HH][yyyy-MM-dd]","1","1","1"
"$date - $time","1","1","1"
"c ccc cccc ccccc","1","1","1"
"[uuuu-M[-d['T'H[:m[:s]]]]]","1","1","1"
"dd_MM_YYYY_HHmmss","1","1","1"
"HH:mm:ss: ","1","1","1"
"uuuu MM dd","1","1","1"
"yyyy-MM-dd hh:MM:ss","1","1","1"
"yyyy xx","1","1","1"
"uu/MM/dd HH:mm:ss.SSS","1","1","1"
"MMM d h:mma","1","1","1"
"MMM d ''yy","1","1","1"
"yyyy-M-d HH:mm","1","1","1"
"dd-MM-YYYY hh:mm:ss","1","1","1"
"dd MMM yyyy | HH:mm","1","1","1"
"YYYY. MM. dd.","1","1","1"
"yyyyMMdd'T'HHmmssVV","1","1","1"
"uuuuMMddHHmmss[,SSS][.SSS]X","1","1","1"
"MM${monthWord}dd${dateWord}","1","1","1"
"dd/MM/yy h:mm:ss a VV","1","1","1"
"HH:mm:ss, dd-MM-yyyy","1","1","1"
"yy.MM.dd.HH","1","1","1"
"yyyy x","1","1","1"
"MMM d, yy","1","1","1"
"MMM/YY","1","1","1"
"EEE, MM d, h:mm ","1","1","1"
"[M/dd[/yyyy]][[ ]h:m[:s] a][[ ]H:m[:s]]","1","1","1"
"HH:mm dd.MM.yy","1","1","1"
"mm:ss/SSS","1","1","1"
"HH[mm[ss[","1","1","1"
"'next' EEEE 'at' h:mm a","1","1","1"
"dd.MM.yyyy HH.mm.ss","1","1","1"
"yyyy년 M월 d일 HH:mm","1","1","1"
"yyyyMMdd'T'HHmm[ss]","1","1","1"
"yyyy / MM / dd HH:mm:ss","1","1","1"
"yyyy/MM/dd - HH:mm:ss","1","1","1"
"yyyy-MM-ddHH|mm|ss","1","1","1"
"uuuu'.'M['.'d]","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSSSSSXXX","1","1","1"
"dd/MM/yyyy_HH/mm/ss","1","1","1"
"[dd MMM[ yyyy]][[ ]h:m[:s] a][[ ]H:m[:s]]","1","1","1"
"+DDMM.MMM+dddmm.mmm[+E.E'CRS']","1","1","1"
"YYYY-MM-DD HH:mm:ss.n","1","1","1"
"d 'days' HH:mm:ss","1","1","1"
"hh:mm z","1","1","1"
"EEEE, d MMMM yyyy HH:mm","1","1","1"
"MM.dd.yyyy_HH-mm-ss","1","1","1"
"yyyy/M/d h:m a","1","1","1"
"uuuuMMddhhmmss","1","1","1"
"hh:mm a, dd MMMM yyyy","1","1","1"
"dd-MM-yyyy    HH:mm","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss.SSSZ","1","1","1"
"yyyy-dd-MMM","1","1","1"
"yyyyMMddhhmmssS","1","1","1"
"[EEE, ]d MMM yyyy HH:mm[:ss] z","1","1","1"
"yyyy-MM-dd HH:mm:ss.Sxxxx","1","1","1"
"HH:mm 'on' EEEE, MMM dd","1","1","1"
"Y-M-d-H-m-s","1","1","1"
"[E[,][ ]]MMM d[,] yyyy[,] K:mm[:ss] a","1","1","1"
"E HH:mmVV","1","1","1"
"yyyyMMddhhmm_","1","1","1"
"h[:m[:s[[.][,]","1","1","1"
"'Q'Q","1","1","1"
"EEE요일","1","1","1"
"yyyy-MM-dd'T'23:59:59'Z'","1","1","1"
"EEE MMM dd HH:mm:ss Z uuuu","1","1","1"
"EEE, dd MMM yyyy hh:mm a","1","1","1"
"E d, HH:mm:ss","1","1","1"
"d MMMM HH:mm","1","1","1"
"dd MMM yyyy HH:mm:ss a z","1","1","1"
"yyyy-MM-dd' 'HH","1","1","1"
"HH:mm:ss.SSSSSSSSS xxx","1","1","1"
"HHmmssSS","1","1","1"
"[X]","1","1","1"
" HH:mm:ss yyyy","1","1","1"
"dd.MM.yyyy г.","1","1","1"
"dd-MMM-yyy","1","1","1"
"EEE dd HH:mm","1","1","1"
"LLLL dd, yyyy","1","1","1"
"yyyy-MM-dd/HH:mm:ss","1","1","1"
"dd/MM/yyyy - HH:mm:ss z","1","1","1"
"MM/dd E","1","1","1"
"MM / dd / yyyy","1","1","1"
"dd/M/yyyy HH:mm:ss","1","1","1"
"'W'w","1","1","1"
"dd|MM|yyyy","1","1","1"
"hh:mm:ss d MMM","1","1","1"
"ddHH","1","1","1"
"MMM d, yyyy h:ma","1","1","1"
"YYYY-MM-dd'T'HH:mm:SSZ","1","1","1"
"d-MM-yyyy HH:mm","1","1","1"
"yyyy-MM-dd E HH:mm:ss '['VV']'","1","1","1"
"'cron('m H d M ? u')'","1","1","1"
"M' month' d 'day' HH:mm:ss","1","1","1"
"yyyy MM dd-HH:mm:ss:SSS","1","1","1"
"EE dd MMMM","1","1","1"
"'XTIME='HHmmddMMyy","1","1","1"
"[E[,][ ]]MMM d H:mm[:ss][ z] yyyy","1","1","1"
"EEEE ","1","1","1"
"$pM $pY","1","1","1"
"0.HH:mm","1","1","1"
"dd/M/yyyy HH:m","1","1","1"
"yyyy-mm-dd HH:mm:ss","1","1","1"
"EEE · hh:mm a","1","1","1"
"EEE MMM d HH:mm:ss 'GMT'Z yyyy","1","1","1"
"hhmmss","1","1","1"
"EEE yyyy-MM-dd","1","1","1"
"yyyy-MM-dd HH:mm:ss S","1","1","1"
"ddMMyy hhmmss","1","1","1"
"MMMM dd.","1","1","1"
"yyyy h","1","1","1"
"dd/MM/yyyy [HH:mm:ss]","1","1","1"
"EEE, dd MMM HH:mm:ss","1","1","1"
"dd MMM @ K:mma","1","1","1"
"uuuu-MM-dd HH:mm:ss.SSSSSSxxx","1","1","1"
"EE hh:mm a","1","1","1"
"yyyy.MMMM","1","1","1"
"yyyyMMddHHmmss.0","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSS xxx","1","1","1"
"E, d","1","1","1"
"ddHHmm","1","1","1"
"'['yyyy-MM-dd HH:mm:ss,SSS xxxx']'","1","1","1"
"+E.EE'CRS'","1","1","1"
"_ddMMyyyy_HHmmss","1","1","1"
"MM-dd-yyyy'.csv'","1","1","1"
"dd. MM. yyyy HH:mm","1","1","1"
"dd.MM.yyyy HH:mm:ss ","1","1","1"
"Y-ww","1","1","1"
"EEEE LLLL dd, yyyy HH:mm:ss","1","1","1"
"(dd)HH:mm:ss","1","1","1"
"uuuu MMM dd(EEE) HH:mm","1","1","1"
"dd/MM/yyyy/H/m/s","1","1","1"
"HH:SS","1","1","1"
"yyyy-MM-dd HH:mm, EEE","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss+0200","1","1","1"
"YYYY-MM-dd-HH-mm","1","1","1"
"eeee, d MMMM yyyy","1","1","1"
"yyyy-MM-dd['T'HH:mm:ss.n[XXX]['['VV']']]","1","1","1"
"'Курс актуален на 'HH:mm',' dd.MM.yyyy","1","1","1"
"MMMMM, yyyy","1","1","1"
"dd-MM-yy hh:mm","1","1","1"
"yyyy-MM-dd['T'][ ]HH:mm:ss","1","1","1"
"EEE MMM dd HH:mm:ss yyyy ","1","1","1"
"E dd MMM","1","1","1"
"yyyy-MM-ddHH:mm:ss.SSSSSS","1","1","1"
"H:m:s.n","1","1","1"
"HH:mm -- dd/MM/yy","1","1","1"
"yyyy-MM-dd' 'HH:mm:ss.S","1","1","1"
"yyyy.MM.dd, HH:mm:ss, XXXXX","1","1","1"
"[yyyy-MM-dd]'T'[HH:mm:ss][HH:mm:s][.SSS][.S][z][XXX][X]","1","1","1"
"dd/MM/y HH:mm:ss","1","1","1"
"[VV][X]","1","1","1"
"eee, MMM d, h a","1","1","1"
"yy-MM-dd H:mm","1","1","1"
"hh:mm:ss.SSa","1","1","1"
"XXXX","1","1","1"
"yyyy-MM-dd Z","1","1","1"
"hh:mmZ","1","1","1"
"EE MMM dd,yyyy","1","1","1"
"EEEE, dd MMM yyyy","1","1","1"
"yyyy-MM-dd hh:00:00","1","1","1"
"yyyy-MM-dd HH:mm:ss:SSSSSSS","1","1","1"
"+dddmmss.ss","1","1","1"
"d.M.uuuu H:m","1","1","1"
"dd/MM/yyyy (HH:mm)","1","1","1"
"HH:mm:ss.nnnnnnnnn X","1","1","1"
"'W'W","1","1","1"
"yyyy-MM-dd_hh-mm-ss-nn","1","1","1"
" EEE, dd MMM  HH:mm a","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss.SSSSSSXXXXX","1","1","1"
"HH:mm:ss[.SSSSSS]X","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss[.][SSSSSSSS][SSSSSSS][SSSSSS][SSSSS][SSSS][SSS][SS][S]'Z'","1","1","1"
"yyyy-MM-dd a","1","1","1"
"yy.MM.dd HH:mm:ss","1","1","1"
"yy.dd.MM HH-mm","1","1","1"
"M' months' d 'days' HH:mm:ss","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSS[ VV][ zzzz]","1","1","1"
"d MMMM - yyyy","1","1","1"
"[LLL] uuuu","1","1","1"
"MM-'W'W","1","1","1"
"yyyy-M-dd HH:mm:ss","1","1","1"
"$MONTH_FULL $DAY$DAY, $YEAR","1","1","1"
"M/D/yyyy","1","1","1"
"yyyy-MM-dd'T'HH.mm.ss","1","1","1"
"/'assets'/yyyy/MM/dd/","1","1","1"
"EEE',' dd MMM yyyy HH:mm:ss zzz","1","1","1"
"d MMMM yyyy (EE)","1","1","1"
"yyyy년MM월dd일 a hh시mm분ss초","1","1","1"
"h:ma","1","1","1"
"yyyy MMMM dd","1","1","1"
"yyyy[-]MM[-]dd","1","1","1"
"M-dd","1","1","1"
"dd.MM.yyyy H:m","1","1","1"
"mm:ss.SSSSSSSSS","1","1","1"
"d.","1","1","1"
"uuuu-MM-dd' 'HH:mm:ss.SSSSSSSSSXXX","1","1","1"
"yyyy-MM-dd, HH:mm:ss VV","1","1","1"
"yyyy_MM _d_HH_mm","1","1","1"
"yyyyddMM","1","1","1"
"YYY-MM-dd","1","1","1"
"dd LLL, yy HH:mm","1","1","1"
"yyyy-MMM-dd'T'HH:mm:ss a Z","1","1","1"
"(E) dd/MM/yyyy kk:mm:ss 'EST'","1","1","1"
"dd/MM/YYYY EEEE","1","1","1"
"yyyy-MM-ddThh:mm:TZD","1","1","1"
"YYY-ww","1","1","1"
"dd/M/yyyy H:mm","1","1","1"
"dd_HH-mm-ss","1","1","1"
"yyyMM","1","1","1"
"dd/MM/yyyy-hh:mm","1","1","1"
"d/MMM/yyyy","1","1","1"
"HH:mm:ss VV","1","1","1"
"dd MMM yyyy '/' HH:mm a","1","1","1"
"yyy-MM-dd HH:mm:ss.SSS","1","1","1"
"yyyy-MM-dd HH[:][.]mm","1","1","1"
"u-MM-dd'T'HH:mm","1","1","1"
"EEEE, dd MMM  yyyy","1","1","1"
"[yyyyMMdd][yyyy-MM-dd]['T'[HHmmss][HH:mm:ss][HHmm][HH:mm]][z][XXXXX][XXXX]['['VV']']","1","1","1"
"MMM d ''yy 'at' HH:mm","1","1","1"
"yyyyMMdd'T'HH","1","1","1"
"HH:mm:ss.SSS'Z'","1","1","1"
"d.MM.y","1","1","1"
"LL[g''g]","1","1","1"
"yyyy:dd:MM","1","1","1"
"d/M/yyyy HH:mm:ss","1","1","1"
"MMddyyHHmm","1","1","1"
"y-M-d k:m:s","1","1","1"
"yyyy-MM-dd'T'HHX","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.nX","1","1","1"
"EE d MMM yyyy","1","1","1"
"d MMM uuuu HH:mm","1","1","1"
"MM/dd/uuuu HH:mm","1","1","1"
"yyyy.MM.dd_HH-mm-ss","1","1","1"
"yyyy-MM-dd_HH_mm_ss_SSSSSS","1","1","1"
"hh : mm : s : a","1","1","1"
"EE dd/MM/yyyy HH:mm","1","1","1"
"Y-MM-dd HH:mm:ss.SSS","1","1","1"
"yyMMddHHmmssX","1","1","1"
"EEE dd/MM/yyyy @ h:mm:ss a","1","1","1"
"yyyy-MM-dd['T'HH:mm:ss.SSS]","1","1","1"
"HH:mm:ss,SSSS","1","1","1"
"+##s,ffffff","1","1","1"
"m.ddhhMM","1","1","1"
"EEEE dd MMM yyyy HH:mm","1","1","1"
"dd MMM yyyy, hh:mm a","1","1","1"
"EEEE, yyyy/MM/dd","1","1","1"
"yyyy:MM:dd HH:mm","1","1","1"
"MMM d, yyyy HH:mm","1","1","1"
"dd MMMM yyyy, EEEE","1","1","1"
"yyyy-MM-dd-hh-mm","1","1","1"
"YYYY-mm-dd+HH'h'MM'm'","1","1","1"
"dd.LLL","1","1","1"
"MMM-dd-yyyy *** HH:mm:ss","1","1","1"
"dd MMMM в HH:mm по МСК","1","1","1"
"EEEE, MMMM d, yyyy","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSSSSSSSX","1","1","1"
"yyyy-MM-dd'T'hh:mm:ssZ","1","1","1"
"ddd HH:mm","1","1","1"
"0001-01-01 HH:mm:ss'.'","1","1","1"
"dd MMM yyyy - hh:mm a","1","1","1"
"EEEE, d MMMM, HH:mm","1","1","1"
"HHmm, dd MMM yyyy","1","1","1"
"EEE MMM dd yyyy hh:mm:ss zzzz","1","1","1"
"hh 'o''clock' a, zzzz","1","1","1"
"d-M-y HH:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss[.SSS]X","1","1","1"
"EEE, M/d/yy 'at' h:mm a","1","1","1"
"EEEE, MMM d, yyyy","1","1","1"
"MM dd yyyy hh:mm a","1","1","1"
"yyyy년 MMM d일","1","1","1"
"EE MMM HH:mm:ss yyyy xx","1","1","1"
"dd MM, HH:mm","1","1","1"
"'T'","1","1","1"
"昨天 HH:mm","1","1","1"
"yyyy.MM.dd. HH:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSS Z","1","1","1"
"dd 'hi there' MMMM yyyy yyy yy y","1","1","1"
"YYYY-mm-dd HH:mm:ss z","1","1","1"
"MM.dd.yy","1","1","1"
"E, MMM d hh:mm a","1","1","1"
"$datePattern ","1","1","1"
"YYYY-MM-dd HH:mm:ss O","1","1","1"
"HH:mm:ss.","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss.N","1","1","1"
"yyyy MM d","1","1","1"
"ccc d.MM","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss.n","1","1","1"
"HH:mm:ss dd-MM-yyyy ","1","1","1"
"MM/dd/yyyy HH:mm z","1","1","1"
"[H[H]'h'][' '][m[m]'m'][' '][s[s]'s']","1","1","1"
"HHms","1","1","1"
"yyyy년 MM 월 dd일 E요일","1","1","1"
"H:m:ss","1","1","1"
"uuuu-MM-dd['T'HH:mm:ss][.SSSSSSSSS][.SSSSSS][.SSS][XXX]","1","1","1"
"EEEE dd, MMMM","1","1","1"
"yyyy-MM-dd, HH:mm:ss","1","1","1"
"mm:HH dd-MM-yyyy","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSS'+'x","1","1","1"
"MMMM d , HH:mm","1","1","1"
"'PT'H'H'mm'M'","1","1","1"
"dd MMM uuuu HH mm","1","1","1"
"yyyy.MM.dd'D'HH:mm:ss.n","1","1","1"
"yyyy-MM-dd--HH-mm-ss-SSS","1","1","1"
"EEEE d MMMM, H:mm:ss, zzzz (z)","1","1","1"
"EEEE, dd-MMM-yy HH:mm:ss 'GMT'","1","1","1"
"dd, MMMM","1","1","1"
"yyyy-MM-dd HH:mm:ss v","1","1","1"
"LLL d, yyyy","1","1","1"
"dd-MM-yyyy HH:mm:ss zzz","1","1","1"
"EEEE MMM pdd HH:mm:ss yyyy","1","1","1"
"[E[,][ ]]dd-MMM-yyyy[ H:mm:ss[ ][z][ ][Z]]","1","1","1"
"m:ss.SSS","1","1","1"
"M月d日 HH:mm","1","1","1"
"EEEEE","1","1","1"
"dd. MM. yyyy","1","1","1"
"HH:mm z","1","1","1"
"yyyy/M/d hh:mm","1","1","1"
"h:00 a","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.NNNNNN","1","1","1"
"h.mma","1","1","1"
"HH:mm:ss.SSSSSSS","1","1","1"
"M/d/yyyy, h:mm:ss a","1","1","1"
"EEEE, d MMM","1","1","1"
"YYYY-MM-ddTHH:mm:ss","1","1","1"
"dd.","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss '+0900'","1","1","1"
"MM/dd/yyyy, hh:mm:ss a","1","1","1"
"yyyy-MM-dd-HH.mm","1","1","1"
"yMdHms","1","1","1"
"EEE, dd MMM yyyy hh:mm:ss","1","1","1"
"uuuuMMdd-HHmmssSSS","1","1","1"
"-yyyy-MM-dd-HH-mm-ss-SSS","1","1","1"
"dd.MM.YYYY HH:mm:SS","1","1","1"
"yyyyyy-MM-DD'T'HH:mm:ss.AAA'Z'","1","1","1"
"uuuu年M月d日","1","1","1"
"yyyy-MM-dd'T'HH.mm.ss.SSSZ","1","1","1"
"dd-MMM-YY HH:mm:ss","1","1","1"
"EEE, dd MMM uuuu kk:mm:ss Z","1","1","1"
"EEE',' dd-MMM-yyyy HH:mm:ss zzz","1","1","1"
"yyyy. MMMM dd. hh:mm","1","1","1"
"EEE, d MMM uuuu","1","1","1"
"MMM.d.yy","1","1","1"
"YYYY-MM-dd-hhmmss","1","1","1"
"MM yyyy dd","1","1","1"
"yyyy${yearWord}MM${monthWord}dd${dateWord}","1","1","1"
"yyyy E","1","1","1"
"EEEE, d. MMMM yyyy","1","1","1"
"dd.MM.yyyy', kl. 'HH:mm:ss","1","1","1"
"EEEE MM-dd-yyyy","1","1","1"
"EEE, d 'de' MMM, H:mm","1","1","1"
"yyyy_MM_dd_HH","1","1","1"
"yyyy년 M월","1","1","1"
"dd-MM-YYYY HH:mm:ss","1","1","1"
"MM/d/y HH:mm:ss","1","1","1"
"dd/MM/yyy - hh:mm","1","1","1"
"ddHHmmss","1","1","1"
"YYYYMM","1","1","1"
"MMM-dd HH:mm","1","1","1"
"yyyyMMddHHmmssM","1","1","1"
"dd-MM-yyyy-HH-mm","1","1","1"
"M/d/uu h:mm a: ","1","1","1"
"HH:mm:ss'\n'dd.MM.yyyy","1","1","1"
"yyyy-MM-dd HH:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss+09:00","1","1","1"
"yyyy_MM_dd__HH_mm_ss","1","1","1"
"dd-MMM-yy HH:mm:ss","1","1","1"
"yy/MM/dd HH:mm:ss.SSS","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSSS xxx","1","1","1"
"dd/MM/yyyy[ HH:mm:ss]","1","1","1"
"YYYY-MM-DD'T'HH:mm:ss.SSSX","1","1","1"
"MMM d hh:mm a","1","1","1"
"yyyy-MM-dd HH:mm.ss","1","1","1"
"yyyy/MM/dd HH:mm:s","1","1","1"
"EEE, MMM d, yyyy HH:mm","1","1","1"
"KK:mm:ss.SSS","1","1","1"
"MMM d, h:ma","1","1","1"
"'daily'-yyyy-MM-dd-HH-mm-ss","1","1","1"
"dd/MMM/YYYY:HH:mm:ss ZZZ","1","1","1"
"MM/dd/yyyy - HH:mm:ss a z","1","1","1"
"z x","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSS xxx","1","1","1"
"EEE MM.dd ","1","1","1"
"+LL[g''g]","1","1","1"
"E MMM dd HH:mm:ss y","1","1","1"
"HH mm","1","1","1"
"d MMM uu","1","1","1"
"dd.MM.yyyy / HH:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ssx","1","1","1"
"M월 d일 HH:mm","1","1","1"
"YYYY-MM-dd'T'HH:mm:ss.SSSZ","1","1","1"
"yyyy-MM-dd hh:mm:00","1","1","1"
"MMM dd , yyyy , hh:mm","1","1","1"
"EEEE, d MMMM y","1","1","1"
"오늘은 yy년 MM월 dd일","1","1","1"
"HH:mm.ss","1","1","1"
"HH:mm:ss / dd.MM.yyyy","1","1","1"
"uuuu-MM-dd HH:mm:ssXXXXX","1","1","1"
"YYYY/MM/dd","1","1","1"
"hh-mm-ss","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSS O","1","1","1"
"EEE, d MMM yyyy HH:mm:ss zzz","1","1","1"
"yyyy-MM-dd'T'HH:mm[:ss][.SSS][zz]","1","1","1"
"yyyy|MMM|d","1","1","1"
"> HH:mm:ss,SSS - ","1","1","1"
"d MMMM, EEEE","1","1","1"
"MMM ppd HH:mm:ss","1","1","1"
"dd LLLL YYYY","1","1","1"
"+E.E'CRS'","1","1","1"
"[a h:mm]","1","1","1"
"2345","1","1","1"
"MM:dd HH:mm:ss","1","1","1"
"d/m/yyyy","1","1","1"
"HH:mm : dd MM yyyy","1","1","1"
"MMM d '@' h:mm a","1","1","1"
"YYMMDDhhmmss","1","1","1"
"HH:mm ZZZ","1","1","1"
"dd.MM.yyy HH:mm","1","1","1"
"E, yyyy-MM-dd, HH:mm","1","1","1"
"d MMMM yyyy, ","1","1","1"
"yyyy MM/dd HH:mm","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss'Z'","1","1","1"
"GGGGGGy\u5e74M\u6708d\u65e5","1","1","1"
"yyyy-MM-dd'T'HH:m:ss.SSSxx","1","1","1"
"MM/dd/yyyy @ hh:mm:ss a z","1","1","1"
"'['","1","1","1"
"uuuuMMdd'T'HHmm","1","1","1"
"yyyy-MM-01 00:00:00","1","1","1"
"yyyy-MM-dd'T'kk:mm:ss.SSS'Z'","1","1","1"
"HH:mm:ss.SSSSSSS xxx","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss[.SSS][.SS][.S]'Z'","1","1","1"
"yyyy_MM_dd_hh_mm_ss","1","1","1"
"yyyy. MM. dd","1","1","1"
"E MMM ppd HH:mm:ss y","1","1","1"
"M월 d일 E","1","1","1"
"HH:mm:ss.SSS xxx","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSSSSS xxx","1","1","1"
"dd/MM/YYYY H:mm","1","1","1"
"HH:mm:ss.ms","1","1","1"
"dd MMMM, hh:mm a","1","1","1"
"yyyy-MM-dd HH:mm:ss.SX","1","1","1"
"uuuu-LL-dd","1","1","1"
"MMMM d, uuuu, HH:mm:ss","1","1","1"
"+H.HH","1","1","1"
"yyyy-dd-MM'T'HH:mm:ss'Z'","1","1","1"
"yyyy-MM-dd´T´HH:mm:ss","1","1","1"
"EE dd.MM.yyyy 'CW'ww, HH:mm:ss","1","1","1"
"MMddHHmmssSSS","1","1","1"
"u-MM-dd'T'HH:mm:ss'.'SSS","1","1","1"
"d.MM","1","1","1"
"M MM MMM MMMM","1","1","1"
"dd MMM yyyy '-' hh:mma","1","1","1"
"yyyyMMddHHmmss[XXX]","1","1","1"
"uuuu-MM-dd HH:mm:ss[.SSS]Z","1","1","1"
"yyyy-M-d H:m:s[.SSS][.SS][.S][x]","1","1","1"
"H'h'mm","1","1","1"
"s.SS 's'","1","1","1"
"yyyyMMddkk","1","1","1"
"EE d MMM y","1","1","1"
"[EE ]MMM dd HH:mm:ss[.SSS][.SS][.S][ zzz][ yyyy]","1","1","1"
"yyyy-MM-ddxxx","1","1","1"
"HH:mm:ss.SS xxx","1","1","1"
